PI_pur;PI_sell
0.23596;0.0798
0.23349;0.07872
0.1391;0.07558
0.12971;0.06784
0.12773;0.06619
0.12781;0.06619
0.22874;0.07392
0.23666;0.08018
0.2376;0.08073
0.24248;0.08382
0.14845;0.07989
0.14438;0.07405
0.11423;0.0767
0.11112;0.07379
0.11123;0.07304
0.11141;0.07226
0.10651;0.06828
0.10696;0.06955
0.10954;0.0738
0.11493;0.08127
0.15357;0.0854
0.14962;0.08383
0.23521;0.07948
0.23509;0.07878
0.23241;0.07658
0.23129;0.07655
0.13251;0.06983
0.12364;0.06241
0.11989;0.05904
0.12745;0.06556
0.22624;0.07132
0.23453;0.07783
0.23512;0.07784
0.23973;0.08084
0.14492;0.07661
0.14111;0.07109
0.11458;0.07657
0.10788;0.07051
0.10377;0.06658
0.10397;0.06619
0.10233;0.06482
0.10156;0.06499
0.10805;0.0716
0.11429;0.07964
0.15241;0.08489
0.14953;0.08428
0.23537;0.07982
0.23425;0.07822
0.23287;0.07699
0.23169;0.07685
0.13657;0.07316
0.1291;0.06657
0.1272;0.06483
0.13108;0.06816
0.22395;0.06883
0.23309;0.07647
0.24044;0.08227
0.24662;0.08652
0.15187;0.08233
0.14789;0.07658
0.123;0.08445
0.12204;0.0823
0.11933;0.0803
0.11978;0.08026
0.11899;0.07974
0.11866;0.08037
0.11998;0.08375
0.11841;0.08433
0.16054;0.08984
0.15445;0.08705
0.23723;0.08049
0.23445;0.07781
0.23895;0.08191
0.23283;0.0776
0.13874;0.07485
0.13733;0.07374
0.12998;0.06737
0.13267;0.06947
0.23148;0.07538
0.23612;0.07889
0.23868;0.08078
0.24223;0.08298
0.14361;0.07594
0.13751;0.06872
0.10395;0.06912
0.0996;0.06448
0.09713;0.06095
0.09706;0.05976
0.09726;0.05973
0.09556;0.05783
0.09467;0.05668
0.09436;0.05636
0.09191;0.05716
0.08884;0.05602
0.08473;0.05452
0.08296;0.05325
0.08269;0.05296
0.07968;0.05123
0.0777;0.04944
0.07426;0.04536
0.07848;0.04885
0.08011;0.05034
0.08573;0.05426
0.09251;0.0609
0.09953;0.06858
0.11315;0.08089
0.11362;0.08134
0.10384;0.07084
0.096;0.06069
0.09313;0.05655
0.0943;0.05631
0.09544;0.05631
0.09593;0.05654
0.09595;0.0566
0.09943;0.06077
0.09565;0.05771
0.09338;0.05773
0.09145;0.05856
0.08769;0.05659
0.08959;0.05889
0.09213;0.06134
0.09596;0.06567
0.08854;0.0591
0.08543;0.05529
0.0835;0.0533
0.08218;0.05168
0.08667;0.05448
0.09714;0.06459
0.106;0.07464
0.11377;0.08221
0.11166;0.07953
0.10474;0.07061
0.09296;0.05823
0.08915;0.05458
0.08932;0.0541
0.08836;0.05247
0.09218;0.05564
0.09718;0.06089
0.11032;0.07441
0.11544;0.0828
0.15164;0.08543
0.14717;0.08333
0.23337;0.07879
0.23032;0.07626
0.23039;0.07631
0.22971;0.07631
0.13741;0.07537
0.13251;0.07116
0.1318;0.07066
0.13695;0.07533
0.23013;0.07633
0.23753;0.08249
0.24321;0.08685
0.24319;0.08598
0.15045;0.08383
0.1516;0.08241
0.12025;0.08419
0.12109;0.08328
0.12167;0.0829
0.12218;0.08291
0.12171;0.08244
0.12159;0.08321
0.12037;0.08469
0.11952;0.08663
0.15536;0.08884
0.14797;0.08473
0.23788;0.08322
0.23761;0.08266
0.23648;0.08181
0.23482;0.08084
0.14174;0.07883
0.13363;0.07171
0.13149;0.0699
0.13112;0.06938
0.22464;0.07066
0.23597;0.08013
0.23953;0.08334
0.24132;0.08473
0.14948;0.08284
0.1501;0.08083
0.10956;0.07462
0.10648;0.0713
0.10631;0.07062
0.1093;0.07263
0.1078;0.07128
0.11247;0.07602
0.11234;0.07768
0.11404;0.08247
0.14893;0.08398
0.14522;0.08251
0.22954;0.07628
0.22816;0.0743
0.22808;0.07432
0.22644;0.07339
0.13085;0.06953
0.12934;0.06835
0.12629;0.06541
0.12722;0.0662
0.224;0.07066
0.23221;0.07735
0.23969;0.08304
0.24258;0.08533
0.15063;0.08345
0.15042;0.08088
0.11026;0.07583
0.1066;0.07156
0.10714;0.0714
0.10705;0.07065
0.10695;0.0706
0.10619;0.07062
0.10933;0.07525
0.111;0.08029
0.14581;0.08146
0.14358;0.08055
0.22824;0.07477
0.22525;0.07158
0.22018;0.06699
0.21738;0.06486
0.12461;0.06333
0.12392;0.06288
0.12539;0.06434
0.12638;0.06509
0.22407;0.07062
0.23092;0.07611
0.23817;0.08214
0.2415;0.08477
0.14609;0.07974
0.14219;0.07418
0.1092;0.07534
0.10312;0.06862
0.09929;0.06479
0.09472;0.06012
0.09433;0.05989
0.10393;0.06908
0.11472;0.07964
0.11746;0.08634
0.1548;0.08979
0.14647;0.08397
0.23204;0.07858
0.23055;0.07681
0.22905;0.07537
0.22271;0.06988
0.12527;0.06342
0.1193;0.05804
0.1185;0.057
0.12337;0.06135
0.22181;0.06802
0.2344;0.07886
0.24082;0.08408
0.24329;0.08578
0.15088;0.08376
0.15112;0.08185
0.11587;0.08045
0.1134;0.07674
0.10747;0.07065
0.10602;0.06927
0.10635;0.06903
0.10065;0.06461
0.10114;0.06524
0.09663;0.06181
0.10021;0.06682
0.08936;0.06107
0.07625;0.0503
0.06621;0.04084
0.062;0.0368
0.04254;0.01983
0.02312;0.00178
0.02168;-0.00001
0.02276;0.00083
0.02422;0.00176
0.0298;0.00679
0.07484;0.04829
0.09507;0.06607
0.08918;0.06057
0.085;0.05636
0.08258;0.05156
0.04327;0.01485
0.03231;0.00629
0.02748;0.00171
0.02736;0.00135
0.0253;-0.00002
0.02591;-0.00002
0.02968;0.00168
0.03175;0.00166
0.03054;0.00166
0.02657;0.00167
0.0245;0.00173
0.02429;0.00178
0.02217;-0.00001
0.0213;-0.00002
0.02135;-0.00014
0.02194;-0.00016
0.02235;-0.00016
0.02272;-0.00003
0.02481;0.00169
0.0379;0.01379
0.06777;0.04046
0.08352;0.05394
0.083;0.05413
0.08127;0.04957
0.0777;0.04509
0.07512;0.04205
0.0733;0.04001
0.06991;0.03563
0.0726;0.03826
0.07494;0.04053
0.0955;0.06119
0.1011;0.06982
0.13721;0.07393
0.1297;0.06841
0.2155;0.06339
0.21579;0.06314
0.21488;0.06207
0.21171;0.05972
0.10763;0.04746
0.11349;0.05308
0.11788;0.05746
0.12448;0.06349
0.2166;0.06401
0.22041;0.06694
0.23083;0.07558
0.23946;0.08299
0.14316;0.07733
0.13446;0.06787
0.10136;0.06862
0.0982;0.0647
0.09376;0.06011
0.08996;0.05613
0.07685;0.04478
0.08218;0.04968
0.09364;0.06104
0.09739;0.06752
0.13086;0.06785
0.12074;0.05983
0.19243;0.04182
0.19071;0.03986
0.19125;0.03985
0.19018;0.03931
0.09757;0.03795
0.08145;0.02302
0.08312;0.02483
0.0981;0.03853
0.19321;0.0416
0.21785;0.06371
0.23391;0.07854
0.23584;0.0794
0.14133;0.07512
0.13632;0.06831
0.09356;0.06182
0.08977;0.05792
0.0885;0.05608
0.08754;0.05453
0.08782;0.05475
0.09185;0.05855
0.09901;0.06653
0.10089;0.07115
0.13604;0.0733
0.13237;0.0713
0.21928;0.0668
0.20263;0.05096
0.19674;0.04483
0.19597;0.04465
0.08845;0.0298
0.07451;0.01748
0.06026;0.00467
0.0619;0.00563
0.19178;0.04051
0.19723;0.04477
0.22736;0.07248
0.23323;0.07787
0.13958;0.07426
0.1316;0.06576
0.0966;0.06481
0.09532;0.06292
0.09331;0.06052
0.09442;0.0606
0.09331;0.05967
0.09343;0.06047
0.092;0.06012
0.09184;0.06258
0.13036;0.06742
0.12445;0.06282
0.21295;0.0605
0.21081;0.05788
0.21229;0.05864
0.19789;0.04607
0.09723;0.03767
0.09613;0.03665
0.09596;0.03658
0.09661;0.0373
0.21361;0.06052
0.22413;0.06998
0.23329;0.07744
0.23594;0.07972
0.14432;0.07813
0.14056;0.07246
0.10859;0.0751
0.10321;0.06872
0.0998;0.06523
0.09673;0.06172
0.09666;0.06178
0.10276;0.06768
0.10691;0.07353
0.11051;0.07968
0.14592;0.08185
0.14108;0.07859
0.22301;0.06981
0.22064;0.06707
0.22071;0.06709
0.21547;0.06267
0.12192;0.06038
0.12084;0.05973
0.12079;0.05978
0.12675;0.06474
0.22566;0.07152
0.2343;0.07884
0.24116;0.08451
0.24419;0.08685
0.15189;0.08476
0.14726;0.07847
0.10554;0.07219
0.10115;0.06656
0.09518;0.06068
0.09202;0.05751
0.09035;0.05553
0.08885;0.05374
0.08867;0.05407
0.09472;0.06042
0.09243;0.06019
0.08792;0.05985
0.07007;0.04483
0.05386;0.02995
0.05174;0.02775
0.03252;0.01032
0.02509;0.00372
0.02341;0.00178
0.02346;0.00178
0.0233;0.00178
0.02422;0.00178
0.0642;0.03832
0.08835;0.06084
0.10138;0.07244
0.09998;0.07054
0.09589;0.06481
0.07314;0.04204
0.07027;0.03838
0.0686;0.03642
0.05239;0.02191
0.05251;0.02173
0.05273;0.02162
0.05271;0.02191
0.05601;0.02507
0.06147;0.03111
0.04896;0.02191
0.04388;0.01878
0.035;0.01084
0.03425;0.00983
0.03005;0.00733
0.02393;0.00178
0.02348;0.00081
0.02576;0.00178
0.02598;0.00178
0.03021;0.00486
0.06256;0.03577
0.08247;0.05324
0.10255;0.07082
0.10251;0.07034
0.09931;0.06488
0.09542;0.06034
0.08806;0.05289
0.09029;0.05432
0.10258;0.06366
0.10937;0.06981
0.11003;0.07188
0.11726;0.08016
0.1183;0.08491
0.15557;0.08974
0.15019;0.08646
0.23648;0.08183
0.23677;0.08169
0.23264;0.07785
0.23047;0.07651
0.13712;0.07458
0.13366;0.07161
0.13205;0.07019
0.13436;0.07233
0.2324;0.07779
0.24158;0.08562
0.24573;0.08875
0.25297;0.09448
0.15633;0.08856
0.15354;0.08345
0.11881;0.08323
0.11992;0.08194
0.11472;0.07651
0.11396;0.07531
0.11386;0.07531
0.11242;0.07527
0.11721;0.08072
0.12121;0.08776
0.156;0.0899
0.15095;0.08707
0.23712;0.0821
0.23503;0.07983
0.2274;0.07292
0.22066;0.06736
0.12437;0.06251
0.12331;0.06184
0.12152;0.06011
0.12609;0.06422
0.2301;0.07547
0.23943;0.08313
0.24542;0.08715
0.24968;0.08781
0.15084;0.08361
0.14828;0.07884
0.10859;0.07225
0.10232;0.06532
0.10069;0.06293
0.10044;0.06199
0.102;0.06365
0.10706;0.06954
0.11942;0.08261
0.12487;0.09164
0.16374;0.09696
0.15347;0.08913
0.23931;0.08446
0.23698;0.08174
0.23256;0.0776
0.22881;0.07484
0.1265;0.06434
0.12512;0.06335
0.12558;0.06368
0.13308;0.07081
0.23385;0.07852
0.24095;0.08501
0.24627;0.08915
0.24749;0.08984
0.15436;0.0869
0.14941;0.07988
0.11141;0.07651
0.10611;0.0709
0.10484;0.06903
0.10759;0.07077
0.11211;0.07483
0.11471;0.07858
0.1203;0.08496
0.12248;0.09006
0.16172;0.09474
0.14929;0.08492
0.23711;0.08157
0.23757;0.08156
0.23746;0.08157
0.23675;0.08156
0.14142;0.07761
0.1321;0.06918
0.1306;0.06783
0.13324;0.07019
0.23011;0.07457
0.23863;0.082
0.24415;0.08672
0.24763;0.08984
0.15442;0.08693
0.15502;0.08459
0.11528;0.08068
0.11524;0.07929
0.11579;0.079
0.11659;0.07895
0.11671;0.07919
0.11467;0.0789
0.11716;0.08253
0.11649;0.08486
0.15104;0.08584
0.14364;0.08068
0.23176;0.07791
0.23128;0.07682
0.22933;0.0748
0.21814;0.06474
0.11374;0.05297
0.10717;0.0469
0.09941;0.03983
0.0975;0.03781
0.19057;0.03932
0.20426;0.05088
0.21987;0.06281
0.23408;0.07778
0.14305;0.07683
0.14311;0.07481
0.10164;0.06695
0.09961;0.06361
0.10012;0.06349
0.10203;0.06455
0.10339;0.06553
0.10552;0.06761
0.11315;0.07474
0.11332;0.0764
0.11152;0.07712
0.10594;0.07534
0.10111;0.07185
0.09798;0.06883
0.09406;0.06488
0.08793;0.06009
0.08111;0.05379
0.07814;0.05064
0.0752;0.04753
0.078;0.04979
0.07924;0.051
0.08901;0.06007
0.10705;0.07651
0.11187;0.08026
0.11204;0.08026
0.114;0.07903
0.1123;0.07383
0.10111;0.06201
0.10037;0.06034
0.10089;0.06031
0.10458;0.06335
0.10689;0.06571
0.11084;0.06997
0.11106;0.07059
0.11064;0.07219
0.11092;0.07462
0.11026;0.07634
0.11267;0.07873
0.11211;0.07822
0.11056;0.07822
0.09948;0.06907
0.0873;0.05691
0.08409;0.05378
0.08433;0.05368
0.08478;0.05383
0.08903;0.05783
0.10534;0.07473
0.1091;0.07931
0.11128;0.07986
0.11228;0.07786
0.10273;0.06769
0.09342;0.05833
0.09365;0.05725
0.09338;0.05725
0.09298;0.05685
0.09214;0.0565
0.10473;0.07011
0.10837;0.07625
0.14527;0.08044
0.14019;0.07626
0.22005;0.0658
0.21439;0.06047
0.2194;0.06364
0.21702;0.06177
0.12211;0.05834
0.1211;0.05735
0.12259;0.05878
0.12424;0.06027
0.21647;0.06126
0.23068;0.07386
0.24054;0.08256
0.24366;0.0854
0.15218;0.08391
0.15369;0.08271
0.1162;0.07972
0.11622;0.07847
0.11762;0.07872
0.11836;0.07888
0.11829;0.07887
0.11738;0.07886
0.11697;0.08043
0.11527;0.08211
0.15027;0.08448
0.14396;0.07982
0.23387;0.07841
0.23317;0.0774
0.23178;0.07614
0.23001;0.07502
0.13376;0.07019
0.12788;0.06481
0.12517;0.06222
0.12774;0.06451
0.22079;0.06535
0.23309;0.0761
0.23686;0.07984
0.23979;0.083
0.14905;0.08186
0.14897;0.079
0.11467;0.07902
0.10972;0.07384
0.11037;0.07381
0.11231;0.07497
0.11238;0.07504
0.11667;0.07959
0.11805;0.08246
0.11673;0.08436
0.15566;0.08983
0.14876;0.0845
0.23677;0.08177
0.23608;0.08081
0.23678;0.08148
0.23529;0.0808
0.14305;0.07969
0.13978;0.07682
0.13982;0.07686
0.14205;0.07879
0.23455;0.07914
0.23689;0.08083
0.24109;0.08387
0.24526;0.08783
0.15138;0.08424
0.15162;0.08209
0.12109;0.08484
0.12142;0.0841
0.12198;0.08399
0.12263;0.08405
0.1225;0.08406
0.12204;0.08416
0.12239;0.08632
0.12124;0.08854
0.15696;0.09104
0.15288;0.08816
0.24246;0.08645
0.24104;0.08486
0.24104;0.08484
0.23983;0.08446
0.14764;0.08353
0.14742;0.08359
0.14793;0.0841
0.14904;0.08484
0.24227;0.08597
0.244;0.08689
0.24681;0.08872
0.25002;0.09179
0.15725;0.08904
0.15761;0.08673
0.12606;0.08963
0.12589;0.08852
0.12587;0.08785
0.12808;0.08923
0.1278;0.0892
0.12702;0.08963
0.1254;0.08963
0.12605;0.09284
0.16301;0.09634
0.1594;0.09479
0.24645;0.09089
0.24559;0.08976
0.24502;0.08927
0.24198;0.08711
0.14819;0.08478
0.14702;0.0836
0.14668;0.08319
0.14827;0.08416
0.23902;0.08356
0.24213;0.0856
0.24758;0.08985
0.25227;0.09356
0.15898;0.0906
0.15775;0.08734
0.12977;0.09173
0.12958;0.08974
0.13039;0.08949
0.13174;0.08949
0.13198;0.08948
0.13186;0.08956
0.12848;0.08728
0.12678;0.08706
0.12328;0.08727
0.11739;0.08541
0.11432;0.08364
0.11477;0.08383
0.11454;0.08346
0.11344;0.08339
0.10441;0.0751
0.0969;0.06771
0.09104;0.06203
0.09124;0.06187
0.09519;0.06376
0.09985;0.068
0.11481;0.08257
0.12146;0.08866
0.11825;0.08568
0.11778;0.08264
0.12264;0.08325
0.11473;0.07384
0.10946;0.06793
0.11148;0.0687
0.11109;0.06881
0.11382;0.0714
0.11562;0.07379
0.10887;0.06706
0.10447;0.06531
0.10097;0.06586
0.09613;0.06488
0.09528;0.06461
0.09544;0.06451
0.09431;0.0647
0.09327;0.0637
0.09236;0.06248
0.09277;0.0624
0.09323;0.06249
0.09602;0.0637
0.1079;0.07501
0.12354;0.08958
0.12778;0.09367
0.12843;0.09367
0.12846;0.09045
0.1273;0.08868
0.12568;0.08644
0.12545;0.08566
0.12662;0.08637
0.12716;0.08666
0.12585;0.08678
0.12611;0.08878
0.12476;0.09079
0.16162;0.09483
0.15657;0.09176
0.24657;0.09088
0.24597;0.08981
0.2448;0.08881
0.24178;0.08688
0.14831;0.08485
0.14573;0.08272
0.14574;0.08272
0.14559;0.08272
0.23854;0.08355
0.24186;0.08515
0.24803;0.08985
0.25188;0.09295
0.16082;0.09176
0.16163;0.0898
0.11633;0.08933
0.11595;0.08794
0.11489;0.08653
0.11496;0.08657
0.11484;0.08653
0.11603;0.08783
0.11629;0.08933
0.1157;0.09093
0.15289;0.09218
0.15083;0.09174
0.24262;0.09035
0.2405;0.08806
0.23809;0.0858
0.2353;0.08315
0.13796;0.07908
0.13288;0.07435
0.13193;0.07393
0.13599;0.07784
0.23144;0.07956
0.2404;0.08653
0.2462;0.09023
0.24808;0.09239
0.15591;0.09223
0.1565;0.09137
0.1162;0.08947
0.11437;0.08677
0.11253;0.08475
0.11287;0.08468
0.11185;0.08383
0.11197;0.08478
0.11576;0.08842
0.11564;0.09099
0.15296;0.09261
0.14853;0.09002
0.23996;0.08853
0.23668;0.08516
0.23564;0.08405
0.23505;0.08341
0.13851;0.08004
0.13615;0.07784
0.13227;0.07438
0.13619;0.07835
0.2312;0.07901
0.23677;0.08336
0.23927;0.0842
0.245;0.08901
0.15092;0.08675
0.14831;0.08308
0.10958;0.08353
0.10608;0.07969
0.10296;0.07634
0.10445;0.07706
0.10462;0.07725
0.10753;0.08041
0.11176;0.08464
0.11282;0.08773
0.14944;0.08893
0.14177;0.08355
0.23313;0.08172
0.23158;0.07976
0.23153;0.07977
0.2301;0.07832
0.13265;0.07406
0.12378;0.06573
0.12341;0.06569
0.12676;0.069
0.22634;0.07466
0.23488;0.08164
0.23745;0.08257
0.24213;0.08701
0.14956;0.08646
0.14721;0.08282
0.10312;0.07703
0.10295;0.07569
0.10252;0.07476
0.10581;0.07783
0.10577;0.07787
0.10825;0.08062
0.11109;0.08388
0.11252;0.08771
0.14952;0.089
0.14598;0.08739
0.23555;0.08401
0.23506;0.08353
0.2349;0.08343
0.23448;0.08312
0.13715;0.07891
0.13409;0.07589
0.12952;0.07183
0.13379;0.07573
0.23188;0.07978
0.23658;0.08178
0.23832;0.08147
0.23939;0.0829
0.14442;0.08017
0.14065;0.07499
0.1034;0.07597
0.09697;0.06893
0.09435;0.0657
0.09548;0.06573
0.09431;0.06548
0.09451;0.06568
0.09376;0.06568
0.09609;0.06847
0.10283;0.07599
0.10236;0.07895
0.10678;0.08351
0.10693;0.08351
0.10658;0.08313
0.10701;0.08353
0.10482;0.0813
0.10025;0.07728
0.09899;0.07586
0.09859;0.07547
0.09919;0.07556
0.09966;0.07669
0.1073;0.08133
0.11092;0.08433
0.1113;0.08411
0.10722;0.07972
0.11211;0.08373
0.10984;0.08045
0.10454;0.07418
0.10478;0.07357
0.0995;0.06875
0.10033;0.06879
0.10026;0.06877
0.09905;0.06766
0.09606;0.06573
0.09335;0.06547
0.08887;0.06463
0.08864;0.06486
0.0884;0.06475
0.08851;0.0651
0.0878;0.06444
0.07755;0.05445
0.0615;0.0392
0.07833;0.05485
0.08647;0.05988
0.09548;0.06784
0.10419;0.07614
0.11265;0.08426
0.11414;0.08556
0.11176;0.08248
0.10531;0.07653
0.09458;0.06621
0.09441;0.06569
0.09528;0.06569
0.09547;0.06593
0.10539;0.07608
0.10841;0.08067
0.11114;0.08565
0.15058;0.08975
0.14471;0.08574
0.23394;0.08234
0.23268;0.08078
0.23198;0.07978
0.2315;0.07952
0.13706;0.0783
0.13554;0.07679
0.1354;0.07706
0.13785;0.07933
0.23573;0.08298
0.24212;0.08774
0.24494;0.08973
0.24273;0.087
0.14952;0.08549
0.14658;0.08231
0.10673;0.08077
0.1055;0.07905
0.10546;0.07867
0.10638;0.07904
0.10929;0.08181
0.11121;0.08381
0.11079;0.08408
0.11441;0.08976
0.15442;0.09361
0.14389;0.0851
0.23149;0.07993
0.23164;0.07973
0.23179;0.07992
0.23169;0.07978
0.13787;0.07908
0.13421;0.07576
0.13211;0.07422
0.13741;0.07905
0.23605;0.08357
0.24042;0.08633
0.24182;0.08713
0.2416;0.08705
0.14642;0.08378
0.14231;0.07914
0.10844;0.08186
0.10602;0.07883
0.10176;0.07484
0.10497;0.07727
0.10791;0.07966
0.1094;0.0818
0.10998;0.0827
0.11083;0.08627
0.14787;0.08796
0.14057;0.08249
0.23288;0.08186
0.23317;0.08186
0.23346;0.08218
0.23354;0.08228
0.14026;0.08187
0.1348;0.07696
0.12949;0.07234
0.13581;0.07822
0.23464;0.08286
0.23864;0.08543
0.24071;0.08658
0.2419;0.08629
0.14893;0.08483
0.14217;0.07783
0.1088;0.08278
0.10422;0.07783
0.10143;0.07483
0.1021;0.07482
0.10041;0.07341
0.10768;0.08079
0.10945;0.08304
0.11305;0.0891
0.15258;0.09234
0.14218;0.08445
0.23488;0.08387
0.23563;0.08409
0.23575;0.08422
0.23567;0.08424
0.14221;0.08363
0.13888;0.08076
0.13557;0.07806
0.13925;0.08159
0.23718;0.08563
0.24253;0.0895
0.24283;0.08908
0.24348;0.08904
0.14936;0.08712
0.14554;0.08247
0.10981;0.08373
0.10678;0.07983
0.10105;0.07439
0.09804;0.07083
0.09614;0.06888
0.09934;0.07233
0.10902;0.08178
0.11468;0.08977
0.15268;0.09206
0.14259;0.08486
0.23373;0.08283
0.23414;0.08301
0.23482;0.08373
0.23409;0.08316
0.14089;0.08296
0.13898;0.08102
0.13749;0.07981
0.13762;0.07983
0.23436;0.08278
0.24117;0.08787
0.24423;0.08972
0.24247;0.0879
0.15115;0.08846
0.14768;0.08485
0.10874;0.08278
0.10771;0.0814
0.10682;0.07973
0.1074;0.07947
0.10476;0.07698
0.10076;0.07315
0.10073;0.07317
0.10015;0.07317
0.10432;0.07774
0.10089;0.07703
0.09604;0.07318
0.09295;0.07036
0.0936;0.07089
0.09965;0.07653
0.09623;0.07318
0.09139;0.06869
0.09121;0.06848
0.09153;0.06873
0.097;0.07318
0.10544;0.08102
0.11377;0.08767
0.11817;0.09125
0.11933;0.0917
0.11685;0.08846
0.10834;0.08045
0.10811;0.07983
0.10914;0.07978
0.10996;0.07977
0.11028;0.08006
0.11119;0.08078
0.11087;0.08048
0.11042;0.08006
0.10904;0.08006
0.10719;0.07933
0.10069;0.07565
0.0981;0.07314
0.09449;0.06982
0.09728;0.07269
0.09772;0.07316
0.09464;0.06982
0.09486;0.06978
0.09422;0.06983
0.09869;0.07318
0.10681;0.07978
0.11521;0.08783
0.12069;0.09307
0.12326;0.09483
0.12151;0.09247
0.11645;0.08753
0.11616;0.08682
0.11299;0.08369
0.11476;0.08471
0.11662;0.08642
0.11702;0.08706
0.11554;0.08783
0.1188;0.0928
0.15403;0.09285
0.14875;0.08987
0.23899;0.08741
0.23933;0.08753
0.24002;0.0879
0.23981;0.0879
0.14579;0.08713
0.13956;0.08154
0.13924;0.08154
0.13955;0.08191
0.24104;0.08868
0.24906;0.09486
0.25383;0.09818
0.25104;0.09483
0.15595;0.09211
0.15235;0.08783
0.11576;0.08985
0.11327;0.08683
0.11042;0.08391
0.1078;0.08109
0.10781;0.08104
0.11047;0.08391
0.11041;0.08483
0.11808;0.0934
0.15798;0.0967
0.15122;0.09184
0.24236;0.08987
0.24496;0.09184
0.24505;0.09185
0.24538;0.09206
0.15085;0.09098
0.14894;0.0894
0.14873;0.08959
0.15134;0.09205
0.24778;0.09451
0.25514;0.09992
0.25574;0.09989
0.25315;0.09725
0.15799;0.09444
0.15745;0.09264
0.12565;0.09733
0.12354;0.09483
0.12217;0.09318
0.12253;0.09318
0.1227;0.09318
0.12172;0.09329
0.12272;0.09484
0.12512;0.09913
0.16178;0.09983
0.15609;0.09604
0.24597;0.09322
0.24563;0.09252
0.24519;0.09203
0.24245;0.08982
0.14855;0.08904
0.14107;0.08243
0.14385;0.08536
0.15164;0.09253
0.24926;0.09564
0.25373;0.09886
0.2624;0.10568
0.25764;0.1009
0.16508;0.09994
0.16128;0.0955
0.12489;0.09768
0.12296;0.0955
0.12279;0.09488
0.12133;0.09324
0.12087;0.09293
0.12013;0.09271
0.11968;0.09295
0.1192;0.09411
0.16039;0.09886
0.15618;0.09667
0.24754;0.09533
0.2458;0.09326
0.24537;0.09271
0.24194;0.08971
0.14587;0.08712
0.14132;0.08326
0.13307;0.0762
0.14239;0.0847
0.24538;0.093
0.2498;0.09585
0.2578;0.10228
0.25454;0.09876
0.15839;0.09474
0.15745;0.09252
0.11921;0.09315
0.11695;0.09039
0.11582;0.08898
0.11608;0.08886
0.11562;0.08845
0.11643;0.08947
0.1174;0.09123
0.12174;0.0968
0.16095;0.09978
0.15584;0.09664
0.24792;0.09569
0.24649;0.09416
0.24795;0.09557
0.24597;0.09386
0.15097;0.09203
0.14544;0.08706
0.14389;0.08582
0.14719;0.0886
0.24306;0.09092
0.25064;0.09671
0.25168;0.09659
0.24879;0.09386
0.1564;0.09336
0.15505;0.0911
0.12052;0.09318
0.12136;0.09295
0.12175;0.09253
0.12192;0.09202
0.12191;0.09202
0.12004;0.09092
0.11732;0.08892
0.11746;0.08947
0.11891;0.09236
0.11704;0.09253
0.11549;0.0919
0.1131;0.08947
0.11173;0.08811
0.11018;0.08673
0.10195;0.07906
0.08882;0.06692
0.08769;0.06593
0.09545;0.07287
0.10468;0.08083
0.11441;0.08885
0.11872;0.09258
0.11851;0.09204
0.11781;0.0911
0.11411;0.08683
0.10846;0.08078
0.09358;0.06679
0.09305;0.06557
0.09006;0.06214
0.08998;0.06192
0.08794;0.05999
0.08636;0.05802
0.08207;0.05445
0.08119;0.055
0.07933;0.05502
0.07329;0.05029
0.06679;0.04558
0.05997;0.03968
0.0457;0.02703
0.0429;0.02355
0.04673;0.02682
0.02631;0.00783
0.02242;0.00367
0.04208;0.02136
0.08612;0.06202
0.10483;0.07915
0.11229;0.08574
0.11553;0.08804
0.10862;0.08087
0.09412;0.06582
0.09147;0.06288
0.09119;0.06232
0.0922;0.06244
0.09354;0.06372
0.09501;0.06582
0.11424;0.08573
0.11436;0.08876
0.15238;0.09182
0.14837;0.08986
0.23935;0.08785
0.23963;0.08772
0.24101;0.08903
0.24082;0.08904
0.14691;0.08806
0.13811;0.07986
0.13785;0.07983
0.14085;0.08278
0.24365;0.0888
0.25014;0.0936
0.25117;0.0939
0.24906;0.09361
0.15711;0.09366
0.15432;0.0903
0.1198;0.09286
0.11718;0.08953
0.11518;0.08703
0.11565;0.08703
0.11181;0.08368
0.11429;0.08674
0.11574;0.08984
0.11724;0.09358
0.15619;0.09579
0.15194;0.09341
0.24248;0.0908
0.24216;0.08998
0.24214;0.09011
0.24241;0.09013
0.14866;0.08955
0.14544;0.08675
0.14072;0.08224
0.14906;0.08979
0.24272;0.08954
0.24771;0.09318
0.24483;0.09011
0.24394;0.08954
0.15277;0.09052
0.14655;0.0828
0.11825;0.08943
0.1165;0.08673
0.11059;0.08109
0.11192;0.08176
0.11298;0.08276
0.11624;0.0866
0.11854;0.08992
0.11771;0.09175
0.15686;0.09469
0.1549;0.0944
0.24648;0.09313
0.24542;0.09188
0.24418;0.09093
0.24391;0.09057
0.15063;0.09007
0.14991;0.08945
0.14703;0.0871
0.15076;0.09076
0.24713;0.09301
0.24731;0.09209
0.24634;0.09194
0.2464;0.092
0.15602;0.09318
0.14977;0.08617
0.10982;0.0828
0.10661;0.07908
0.10382;0.07602
0.09949;0.07131
0.09655;0.06871
0.10154;0.07316
0.10901;0.08128
0.1183;0.09254
0.15335;0.0922
0.14835;0.08949
0.23978;0.08715
0.24154;0.08835
0.24322;0.08996
0.23932;0.08715
0.14344;0.08445
0.14102;0.08231
0.14231;0.08381
0.14955;0.09009
0.24356;0.09041
0.24687;0.09281
