PI_pur;PI_sell
0.03717;0.01374
0.03628;0.01304
0.03646;0.01311
0.03762;0.01374
0.038;0.01411
0.03797;0.01435
0.03703;0.01413
0.03512;0.01442
0.03542;0.01428
0.03461;0.01403
0.03452;0.01428
0.03613;0.01572
0.03626;0.01572
0.03431;0.01366
0.03359;0.01273
0.03493;0.01387
0.03924;0.01887
0.05719;0.03278
0.06529;0.04059
0.06356;0.03905
0.05594;0.0312
0.05051;0.02621
0.06303;0.0353
0.06023;0.03279
0.0539;0.02752
0.05295;0.0266
0.05456;0.0267
0.05551;0.02752
0.06259;0.03423
0.07587;0.04753
0.11182;0.04981
0.11451;0.05302
0.20137;0.04982
0.19369;0.04296
0.19464;0.04392
0.19029;0.04018
0.09884;0.03991
0.0979;0.03898
0.09799;0.03892
0.10011;0.04113
0.20163;0.04983
0.22034;0.0642
0.21048;0.05721
0.20369;0.05068
0.1112;0.04807
0.10755;0.04393
0.07311;0.04406
0.07329;0.04358
0.07261;0.04309
0.07124;0.04191
0.07226;0.04189
0.07816;0.04692
0.08572;0.05505
0.08985;0.05978
0.12427;0.05999
0.12036;0.05856
0.20469;0.05284
0.19939;0.04805
0.1983;0.04734
0.19725;0.04646
0.1053;0.04591
0.10568;0.04603
0.11317;0.05272
0.11755;0.05659
0.21033;0.0579
0.23586;0.07845
0.21777;0.06327
0.21453;0.05971
0.12132;0.05639
0.11858;0.05268
0.08049;0.05083
0.07378;0.04455
0.07286;0.04368
0.07342;0.04376
0.07437;0.04379
0.08046;0.04917
0.09005;0.05865
0.09694;0.0668
0.13092;0.06658
0.11871;0.05792
0.20477;0.05347
0.20176;0.05089
0.19905;0.04888
0.19626;0.04648
0.1022;0.04409
0.10325;0.04487
0.10564;0.04697
0.11651;0.05639
0.21393;0.06146
0.22483;0.07012
0.21537;0.06192
0.2124;0.05898
0.11634;0.05311
0.11629;0.05224
0.08261;0.05221
0.07562;0.04597
0.07369;0.04409
0.0726;0.04327
0.07431;0.04384
0.07745;0.0463
0.08707;0.05558
0.09174;0.06184
0.12967;0.06568
0.12707;0.06481
0.21223;0.05986
0.20815;0.05626
0.20616;0.05483
0.20508;0.05381
0.11297;0.05306
0.11344;0.05332
0.11303;0.0529
0.11627;0.05595
0.21475;0.06202
0.22068;0.06603
0.21626;0.06234
0.21678;0.06222
0.12163;0.05699
0.11843;0.05358
0.07817;0.0484
0.07382;0.04408
0.07239;0.04248
0.0716;0.04186
0.07418;0.04322
0.07719;0.04576
0.08738;0.05496
0.09256;0.06208
0.13269;0.06779
0.12488;0.06303
0.20832;0.05627
0.20525;0.05357
0.20309;0.05181
0.19961;0.04879
0.10802;0.04857
0.10284;0.04389
0.10807;0.04833
0.1123;0.05215
0.20959;0.05737
0.21994;0.06484
0.21225;0.05897
0.20854;0.05517
0.11699;0.05294
0.11156;0.04796
0.07783;0.04781
0.07224;0.04232
0.07065;0.04128
0.07016;0.04062
0.06973;0.04019
0.07006;0.04029
0.07072;0.04128
0.07372;0.0443
0.07681;0.04766
0.07342;0.04535
0.06629;0.04119
0.06459;0.03978
0.06385;0.03978
0.06363;0.03978
0.06402;0.03983
0.06434;0.03958
0.06508;0.0401
0.07498;0.04844
0.08199;0.05583
0.08573;0.05868
0.08114;0.05478
0.08089;0.05269
0.07936;0.04949
0.07375;0.04598
0.07596;0.04501
0.07413;0.04321
0.07461;0.04317
0.07512;0.04322
0.0737;0.04193
0.07577;0.04363
0.07711;0.04495
0.07603;0.04423
0.07677;0.04556
0.07621;0.04685
0.07358;0.04493
0.07136;0.04515
0.07011;0.04476
0.07082;0.04549
0.06877;0.0433
0.06554;0.03983
0.06805;0.04223
0.07497;0.04746
0.08344;0.05566
0.09034;0.06074
0.08477;0.0566
0.08277;0.05411
0.08327;0.05283
0.07959;0.04879
0.07864;0.04713
0.07743;0.04533
0.07588;0.04431
0.07432;0.04285
0.07654;0.04475
0.08194;0.04983
0.07138;0.04231
0.08762;0.05785
0.12296;0.05932
0.1239;0.0612
0.21208;0.05918
0.21036;0.05757
0.20849;0.0564
0.20728;0.05555
0.11448;0.054
0.1161;0.05528
0.11919;0.05785
0.11833;0.05695
0.21012;0.05703
0.2157;0.06162
0.22149;0.06601
0.21355;0.05899
0.12175;0.05671
0.11885;0.05405
0.08459;0.053
0.07786;0.04657
0.07445;0.04367
0.07364;0.04297
0.07441;0.04344
0.07966;0.04809
0.08353;0.05236
0.0889;0.05901
0.12773;0.06295
0.12629;0.06289
0.21558;0.06185
0.21322;0.05955
0.21066;0.05779
0.2087;0.05632
0.11751;0.05635
0.11808;0.05663
0.11774;0.05636
0.12065;0.05884
0.21689;0.06285
0.23158;0.07486
0.22547;0.06984
0.21695;0.06153
0.12332;0.05813
0.122;0.05583
0.08604;0.05535
0.08442;0.05324
0.08033;0.04976
0.07967;0.04872
0.07939;0.04864
0.0839;0.05274
0.08963;0.05851
0.10055;0.06959
0.13251;0.06781
0.12432;0.06216
0.21137;0.05913
0.20744;0.05576
0.2046;0.05395
0.20219;0.05178
0.11061;0.0514
0.10746;0.04853
0.10795;0.04889
0.11399;0.05461
0.2099;0.05834
0.2162;0.06117
0.21764;0.0619
0.21518;0.05965
0.11774;0.05327
0.11525;0.0505
0.06829;0.03996
0.06694;0.03747
0.06034;0.03223
0.05449;0.02726
0.04192;0.01657
0.04653;0.02049
0.06011;0.03252
0.07655;0.04755
0.11533;0.05285
0.11469;0.05205
0.1971;0.04543
0.1924;0.04184
0.1913;0.04108
0.18826;0.03886
0.09451;0.03647
0.09067;0.03288
0.09206;0.03399
0.09806;0.03883
0.20067;0.04815
0.21081;0.05641
0.209;0.05482
0.20607;0.05186
0.11466;0.0494
0.10853;0.04523
0.05782;0.03103
0.0569;0.02952
0.0564;0.02904
0.05289;0.02594
0.05148;0.02482
0.05602;0.02886
0.07199;0.04352
0.07972;0.0522
0.12063;0.05757
0.11267;0.05183
0.19568;0.04483
0.18673;0.03643
0.18446;0.03464
0.17931;0.03037
0.08662;0.02933
0.08962;0.03178
0.08854;0.03088
0.10047;0.0414
0.20242;0.05066
0.20792;0.05485
0.20528;0.0524
0.20495;0.05184
0.11457;0.05086
0.10926;0.04681
0.07013;0.04129
0.05662;0.02931
0.05493;0.02756
0.05316;0.02583
0.0553;0.02753
0.05457;0.0267
0.05547;0.02783
0.05505;0.02804
0.05847;0.03179
0.05152;0.02875
0.04974;0.02671
0.04532;0.02278
0.04534;0.02323
0.04133;0.01973
0.04093;0.01923
0.02542;0.00517
0.0241;0.00379
0.03904;0.01666
0.05473;0.03225
0.07177;0.0458
0.0717;0.04358
0.07112;0.04294
0.06189;0.03298
0.06122;0.0313
0.0517;0.02428
0.04976;0.02203
0.0473;0.01982
0.0448;0.01703
0.04481;0.01687
0.04263;0.01462
0.04622;0.01816
0.04553;0.01783
0.04555;0.01783
0.04802;0.01974
0.03783;0.01417
0.03632;0.01383
0.03643;0.01385
0.03147;0.00994
0.03099;0.00934
0.0265;0.00483
0.03376;0.01083
0.05075;0.02563
0.06998;0.04269
0.08592;0.0563
0.08485;0.05501
0.07885;0.04969
0.07718;0.04675
0.07494;0.04393
0.07748;0.04639
0.07131;0.04064
0.06775;0.03706
0.06489;0.03482
0.06304;0.03324
0.07186;0.04072
0.08093;0.05041
0.08214;0.05384
0.11645;0.0542
0.11322;0.05252
0.20283;0.05111
0.20211;0.05016
0.19985;0.04826
0.1971;0.04602
0.10263;0.04295
0.09959;0.04005
0.10382;0.04359
0.10858;0.04808
0.20243;0.05034
0.21132;0.05777
0.21411;0.05976
0.21003;0.05573
0.11466;0.05052
0.1131;0.04877
0.07146;0.04295
0.06799;0.03935
0.05545;0.02829
0.05543;0.02723
0.05209;0.02435
0.05336;0.02564
0.05384;0.02725
0.06772;0.04139
0.1047;0.04402
0.09852;0.03979
0.18711;0.03731
0.18569;0.0357
0.18159;0.03205
0.17927;0.03043
0.08578;0.02834
0.08369;0.02663
0.08277;0.02569
0.0839;0.0267
0.17705;0.02837
0.19814;0.04665
0.20242;0.0505
0.20028;0.04812
0.10087;0.03979
0.08773;0.02781
0.04525;0.02133
0.03985;0.01686
0.03881;0.01532
0.03996;0.015
0.03721;0.01417
0.03899;0.01541
0.04307;0.01973
0.04709;0.02435
0.08663;0.0284
0.07909;0.02323
0.16698;0.02039
0.16159;0.01523
0.16133;0.01488
0.15897;0.01303
0.06441;0.00991
0.06294;0.00861
0.06269;0.00828
0.06638;0.01161
0.16193;0.01535
0.16852;0.02084
0.17476;0.02683
0.16981;0.02216
0.07213;0.01575
0.07135;0.01543
0.04585;0.02156
0.04682;0.02193
0.0469;0.02182
0.04681;0.02177
0.05156;0.0257
0.05024;0.02448
0.05561;0.02983
0.06257;0.03781
0.1033;0.04313
0.09514;0.03692
0.18074;0.03206
0.18435;0.03482
0.1864;0.03683
0.18641;0.03693
0.09239;0.03425
0.08625;0.02888
0.08129;0.02445
0.08271;0.02584
0.18123;0.03202
0.19512;0.04336
0.20466;0.05188
0.19712;0.04479
0.10044;0.03847
0.09597;0.03443
0.05596;0.02996
0.05288;0.0267
0.0528;0.02658
0.05304;0.02658
0.05415;0.02757
0.05414;0.0277
0.05208;0.02665
0.05438;0.03053
0.09037;0.03064
0.08797;0.03003
0.17864;0.02983
0.17692;0.02771
0.17573;0.02675
0.17517;0.02659
0.08017;0.02325
0.07987;0.02296
0.07777;0.02093
0.07993;0.02296
0.17656;0.0277
0.188;0.0373
0.19854;0.04665
0.19848;0.04638
0.09673;0.03586
0.09131;0.03059
0.04873;0.02401
0.04557;0.02058
0.04479;0.02028
0.0445;0.01982
0.04449;0.01973
0.0449;0.01981
0.04411;0.01973
0.04366;0.01973
0.04137;0.01832
0.04065;0.01811
0.0378;0.0165
0.03392;0.01284
0.03328;0.01227
0.0372;0.01583
0.03819;0.0165
0.03805;0.01593
0.03713;0.01484
0.04039;0.01832
0.04265;0.02053
0.05346;0.0306
0.07228;0.04596
0.07164;0.04525
0.0613;0.0346
0.05489;0.02928
0.06227;0.03416
0.05345;0.02611
0.05118;0.02426
0.05091;0.02377
0.0516;0.02418
0.05134;0.02375
0.05473;0.02678
0.05102;0.02381
0.04783;0.02047
0.04535;0.01982
0.04221;0.01944
0.04257;0.01983
0.04318;0.02053
0.04588;0.02327
0.0436;0.02107
0.04324;0.02047
0.04296;0.01985
0.04459;0.02138
0.06347;0.03792
0.08104;0.05303
0.08784;0.059
0.08243;0.05463
0.08469;0.05509
0.07933;0.04993
0.08054;0.0493
0.08;0.04847
0.07921;0.04753
0.07932;0.04677
0.07982;0.04719
0.08377;0.05027
0.0865;0.05483
0.08552;0.05586
0.1205;0.05696
0.11657;0.05474
0.20712;0.05441
0.20716;0.05426
0.20675;0.05431
0.20738;0.05469
0.11354;0.05239
0.11218;0.05086
0.11569;0.05387
0.11902;0.05687
0.2137;0.05999
0.23175;0.07469
0.23214;0.075
0.22142;0.06542
0.12647;0.06069
0.12254;0.05625
0.09335;0.06042
0.08917;0.0564
0.08795;0.05483
0.08831;0.05481
0.09011;0.05616
0.09221;0.05846
0.09794;0.06494
0.10717;0.07409
0.14251;0.07573
0.13267;0.06898
0.21694;0.06329
0.21396;0.06082
0.21304;0.06063
0.21245;0.06033
0.11827;0.05768
0.1185;0.0576
0.12117;0.05985
0.12677;0.06449
0.22557;0.07088
0.24111;0.08332
0.23226;0.07604
0.22885;0.07241
0.13242;0.06623
0.13132;0.06443
0.095;0.06284
0.09507;0.06217
0.09447;0.06135
0.09542;0.0613
0.09542;0.06135
0.09492;0.06167
0.09746;0.0648
0.10623;0.07401
0.14259;0.07559
0.13046;0.0671
0.215;0.06215
0.21498;0.06217
0.2131;0.06115
0.21283;0.06097
0.12057;0.05983
0.11854;0.0579
0.11895;0.05821
0.12281;0.06115
0.22092;0.06675
0.24193;0.08383
0.22943;0.07341
0.22238;0.06701
0.12889;0.06323
0.12734;0.06138
0.09555;0.06303
0.09615;0.06261
0.09603;0.06202
0.09618;0.06196
0.09629;0.06196
0.09631;0.06207
0.10208;0.06841
0.10718;0.07465
0.14028;0.07467
0.12969;0.06676
0.21584;0.06281
0.21551;0.06262
0.21451;0.06239
0.21443;0.06222
0.12205;0.06103
0.11999;0.05895
0.11853;0.05737
0.1238;0.06184
0.22504;0.07048
0.2439;0.0853
0.23801;0.08047
0.22825;0.0717
0.1344;0.06729
0.13225;0.06485
0.09454;0.06211
0.09416;0.06091
0.09467;0.06086
0.09544;0.06079
0.09518;0.06072
0.0947;0.06077
0.09281;0.06089
0.09571;0.06546
0.12941;0.06553
0.12681;0.0642
0.21435;0.06111
0.21187;0.05892
0.21288;0.06039
0.21252;0.06
0.11579;0.05487
0.11055;0.04985
0.10796;0.04695
0.12081;0.05882
0.21501;0.06158
0.22404;0.0688
0.21873;0.06411
0.21631;0.061
0.12585;0.05969
0.11991;0.05378
0.07225;0.04285
0.06755;0.038
0.06572;0.03599
0.06499;0.03462
0.06087;0.031
0.06489;0.03424
0.0645;0.03448
0.05996;0.03142
0.05421;0.02656
0.06128;0.03429
0.05449;0.02965
0.05612;0.03102
0.06526;0.03985
0.05946;0.03463
0.05987;0.03472
0.0598;0.03416
0.06043;0.03447
0.06936;0.04231
0.0855;0.05724
0.09594;0.06591
0.09434;0.06481
0.09;0.06099
0.08904;0.0584
0.08451;0.05383
0.07883;0.04721
0.06985;0.03849
0.06697;0.03554
0.06754;0.03512
0.06778;0.03519
0.06886;0.03611
0.07267;0.0397
0.07838;0.04427
0.06597;0.03548
0.0633;0.03504
0.06101;0.03447
0.05981;0.03364
0.05884;0.03327
0.05747;0.0321
0.05364;0.02813
0.04417;0.01904
0.05346;0.02704
0.06333;0.03593
0.07927;0.05014
0.08416;0.05523
0.08467;0.05558
0.08246;0.05358
0.07664;0.04691
0.06905;0.0389
0.06604;0.03527
0.06365;0.03301
0.06315;0.03177
0.06308;0.03174
0.06849;0.03632
0.08407;0.05225
0.08803;0.05731
0.12794;0.06376
0.12432;0.06173
0.21323;0.05974
0.20541;0.05288
0.20145;0.04956
0.18742;0.03682
0.08709;0.02853
0.07753;0.01958
0.0815;0.02294
0.09447;0.03458
0.19543;0.0429
0.21002;0.05611
0.22424;0.06786
0.21965;0.06372
0.12489;0.05892
0.12255;0.05575
0.07779;0.04691
0.07784;0.04627
0.07625;0.04448
0.07791;0.04537
0.07888;0.04604
0.08658;0.05295
0.09351;0.0613
0.09686;0.06532
0.14362;0.0765
0.1276;0.06438
0.20952;0.05651
0.20112;0.04874
0.19662;0.0451
0.19382;0.04266
0.09956;0.03973
0.09972;0.03962
0.1021;0.04162
0.11131;0.0499
0.21038;0.05665
0.21311;0.05912
0.2235;0.06764
0.22198;0.0659
0.12536;0.05991
0.12365;0.05737
0.08854;0.05643
0.08315;0.0508
0.08232;0.04983
0.08245;0.04898
0.08146;0.04814
0.08671;0.05338
0.09344;0.06134
0.0996;0.0683
0.14313;0.07621
0.12833;0.06582
0.20906;0.05671
0.20267;0.05057
0.2002;0.04887
0.19769;0.04652
0.10279;0.04298
0.10389;0.04378
0.10221;0.04207
0.10986;0.04886
0.20805;0.05523
0.21284;0.0588
0.21838;0.06384
0.22117;0.06598
0.12624;0.06081
0.121;0.05572
0.08719;0.05396
0.07995;0.04744
0.07573;0.04283
0.07674;0.04282
0.07665;0.04271
0.07911;0.0454
0.0822;0.04936
0.08581;0.05457
0.12671;0.06082
0.12515;0.06087
0.20862;0.05477
0.20442;0.04994
0.20112;0.04708
0.19607;0.04306
0.10339;0.04151
0.10235;0.04036
0.10517;0.04282
0.11262;0.04915
0.21262;0.05696
0.21829;0.06203
0.22218;0.06623
0.2233;0.06643
0.12988;0.06334
0.12933;0.06099
0.09292;0.05872
0.0933;0.05776
0.09157;0.0557
0.09132;0.05445
0.08946;0.05281
0.0885;0.05233
0.08813;0.05323
0.09328;0.05981
0.09329;0.06003
0.08669;0.05575
0.08176;0.05273
0.08063;0.05126
0.07458;0.04629
0.07217;0.04487
0.0683;0.04093
0.06625;0.0387
0.06491;0.03618
0.06368;0.03483
0.07146;0.04183
0.07937;0.04955
0.08433;0.05684
0.08745;0.05923
0.08434;0.05562
0.07833;0.04838
0.07648;0.04495
0.07071;0.0385
0.07133;0.03821
0.07096;0.0371
0.07116;0.03693
0.07167;0.03751
0.07386;0.03992
0.07506;0.04181
0.07914;0.04567
0.07763;0.04686
0.06813;0.04093
0.06386;0.03698
0.0602;0.03371
0.04825;0.02353
0.04107;0.01663
0.0335;0.00902
0.02739;0.00283
0.03319;0.0078
0.04955;0.02252
0.06548;0.03836
0.07518;0.0478
0.08113;0.0529
0.07999;0.05123
0.07798;0.04824
0.06623;0.03597
0.06259;0.03194
0.06218;0.03145
0.0638;0.03146
0.06436;0.03122
0.06502;0.03177
0.06864;0.03569
0.0643;0.03194
0.06776;0.03492
0.06609;0.03503
0.05085;0.02444
0.04587;0.02011
0.04554;0.01993
0.03152;0.0079
0.02739;0.00393
0.02455;0.00073
0.02466;0.00084
0.03156;0.00704
0.05707;0.03093
0.0673;0.03971
0.07585;0.04728
0.07464;0.04633
0.07112;0.04287
0.0685;0.03982
0.07679;0.04392
0.06984;0.03758
0.06682;0.03404
0.0679;0.034
0.06801;0.03398
0.06961;0.03593
0.08147;0.04685
0.07575;0.04697
0.11147;0.04838
0.10985;0.04893
0.20098;0.04896
0.20113;0.04858
0.20038;0.04795
0.19979;0.04816
0.10827;0.04774
0.09777;0.03796
0.09294;0.03336
0.0914;0.03177
0.18573;0.03436
0.20282;0.04836
0.20865;0.05315
0.21701;0.06051
0.12297;0.05804
0.12471;0.057
0.09086;0.05787
0.08281;0.05011
0.08023;0.04794
0.07604;0.04383
0.07596;0.04376
0.08115;0.04806
0.09117;0.05785
0.09345;0.06326
0.13356;0.06884
0.12907;0.06588
0.21603;0.06218
0.21401;0.05988
0.21273;0.05884
0.20942;0.05665
0.11537;0.05378
0.10812;0.0472
0.10561;0.04474
0.10481;0.04376
0.20584;0.05241
0.21187;0.0578
0.21942;0.06442
0.22258;0.06666
0.1287;0.06281
0.1283;0.06055
0.10207;0.06799
0.09921;0.06456
0.09694;0.06209
0.09453;0.05929
0.0927;0.0577
0.0938;0.05892
0.09351;0.05994
0.09591;0.06493
0.13184;0.06697
0.12978;0.06654
0.2188;0.06499
0.21662;0.06288
0.21863;0.06467
0.21781;0.06486
0.12677;0.06486
0.1253;0.06376
0.12317;0.06194
0.12546;0.06403
0.21962;0.06589
0.22441;0.06961
0.23317;0.07586
0.24657;0.08682
0.14125;0.07383
0.13825;0.06901
0.10699;0.07227
0.10039;0.06641
0.099;0.06472
0.09715;0.06295
0.09552;0.06165
0.09941;0.06531
0.10515;0.07109
0.10858;0.07589
0.14849;0.08164
0.14586;0.08114
0.22887;0.07434
0.22411;0.06982
0.2212;0.06724
0.21882;0.06594
0.12464;0.06328
0.12066;0.05988
0.11733;0.05686
0.12378;0.06219
0.22458;0.07005
0.23047;0.07468
0.2385;0.08038
0.23746;0.07912
0.14136;0.07379
0.13869;0.06943
0.10777;0.07296
0.10499;0.06954
0.10323;0.06831
0.10264;0.06747
0.09938;0.06495
0.10587;0.07111
0.10758;0.07376
0.11277;0.07984
0.15337;0.08409
0.15346;0.08641
0.23676;0.08017
0.22946;0.07382
0.22542;0.07064
0.21798;0.06509
0.12363;0.06222
0.12212;0.06102
0.11881;0.05796
0.12577;0.06376
0.22538;0.07051
0.23021;0.07402
0.24104;0.08282
0.23405;0.0764
0.13988;0.0731
0.13875;0.06984
0.10018;0.0656
0.09824;0.06288
0.09734;0.06164
0.09614;0.06037
0.09613;0.05994
0.09778;0.06093
0.0984;0.06206
0.09756;0.06256
0.10375;0.06806
0.10168;0.07001
0.09984;0.07001
0.0986;0.06876
0.09721;0.06755
0.09338;0.06526
0.0905;0.06214
0.08566;0.0578
0.08322;0.05484
0.08876;0.05965
0.09539;0.06547
0.09923;0.06906
0.09996;0.06988
0.1044;0.07363
0.10145;0.07001
0.09995;0.06627
0.09484;0.06099
0.09634;0.06075
0.09145;0.05703
0.08901;0.05358
0.08764;0.05135
0.08706;0.05083
0.08746;0.05164
0.08412;0.04928
0.088;0.05267
0.08719;0.05507
0.08612;0.05637
0.08202;0.05303
0.08189;0.05307
0.07307;0.04593
0.06863;0.0419
0.06862;0.04132
0.06451;0.03762
0.0616;0.0348
0.0679;0.0401
0.07592;0.04751
0.09037;0.0608
0.09749;0.06707
0.09466;0.06372
0.09163;0.05897
0.09456;0.06058
0.08606;0.05325
0.08305;0.05001
0.08352;0.04966
0.08374;0.04976
0.08742;0.05273
0.09424;0.06
0.10275;0.0702
0.1378;0.07112
0.13351;0.06955
0.217;0.06315
0.2141;0.06003
0.21615;0.06194
0.21517;0.06192
0.12332;0.06112
0.12081;0.05897
0.11995;0.05808
0.12339;0.0611
0.22075;0.06598
0.22775;0.07197
0.23652;0.07862
0.23627;0.07783
0.14041;0.07284
0.14181;0.0714
0.11258;0.0763
0.10773;0.07181
0.10403;0.06897
0.10437;0.06876
0.10066;0.06572
0.10709;0.07149
0.11214;0.07704
0.11299;0.08036
0.15586;0.08767
0.15146;0.08583
0.23622;0.08069
0.23408;0.07836
0.23339;0.07783
0.22539;0.0718
0.12739;0.06583
0.12286;0.06219
0.12297;0.06219
0.12744;0.0658
0.22905;0.07415
0.2373;0.08068
0.24674;0.08815
0.24599;0.08655
0.14927;0.08059
0.1501;0.07879
0.11391;0.07783
0.1073;0.07183
0.10609;0.07028
0.10507;0.06888
0.10389;0.06784
0.10648;0.07049
0.11442;0.07834
0.11699;0.08322
0.15706;0.08835
0.15163;0.08556
0.23695;0.08096
0.23344;0.07756
0.22716;0.07221
0.22148;0.06786
0.12819;0.06595
0.12322;0.06195
0.1236;0.06219
0.12797;0.06581
0.22823;0.07303
0.23119;0.07517
0.23575;0.0784
0.24043;0.08159
0.14447;0.07635
0.14058;0.07043
0.09873;0.06567
0.09544;0.06282
0.09349;0.06086
0.09243;0.05961
0.09413;0.06107
0.09357;0.06111
0.09722;0.0643
0.10435;0.07276
0.14371;0.07778
0.1405;0.07662
0.23136;0.07657
0.23018;0.07499
0.22503;0.07052
0.22221;0.06893
0.12519;0.06372
0.12148;0.0605
0.12002;0.05911
0.12261;0.06116
0.22466;0.07011
0.22754;0.072
0.23339;0.0764
0.23608;0.07793
0.1392;0.0719
0.13668;0.0676
0.10987;0.07441
0.10481;0.069
0.10284;0.06792
0.10119;0.06575
0.09721;0.06251
0.09903;0.06469
0.10426;0.06991
0.106;0.07317
0.14505;0.07663
0.14218;0.07621
0.23211;0.07549
0.22863;0.07184
0.22595;0.06958
0.21688;0.06224
0.12367;0.06044
0.12208;0.0589
0.11642;0.05362
0.12143;0.05789
0.22077;0.06489
0.22776;0.07097
0.23701;0.07835
0.23925;0.0798
0.14263;0.07378
0.14529;0.07328
0.10711;0.07187
0.10138;0.06581
0.09883;0.06349
0.09525;0.06056
0.09293;0.05823
0.09404;0.059
0.1013;0.06535
0.10333;0.06798
0.10915;0.07323
0.10461;0.07272
0.0904;0.06241
0.08792;0.0604
0.09003;0.06219
0.08219;0.0556
0.07826;0.05192
0.07721;0.05063
0.07792;0.05059
0.08197;0.05334
0.08936;0.05981
0.09843;0.06784
0.1101;0.0783
0.10932;0.07742
0.10845;0.07546
0.10777;0.07217
0.10995;0.07236
0.10334;0.06523
0.10141;0.06439
0.09983;0.06173
0.09981;0.0606
0.09951;0.06017
0.09898;0.06017
0.10023;0.06224
0.10212;0.06412
0.0969;0.06334
0.0904;0.05979
0.09004;0.05909
0.09115;0.05962
0.08417;0.05472
0.08363;0.05405
0.08111;0.05118
0.08051;0.05117
0.08488;0.05438
0.0971;0.06475
0.10995;0.07577
0.11399;0.08076
0.11586;0.08233
0.11466;0.08032
0.11798;0.08014
0.1204;0.0811
0.11835;0.07958
0.11521;0.0759
0.11054;0.07147
0.10734;0.0685
0.10805;0.06992
0.12376;0.08451
0.11911;0.08475
0.15577;0.08727
0.15181;0.08579
0.2409;0.08434
0.24035;0.08333
0.23701;0.08055
0.23269;0.07784
0.13694;0.07377
0.1309;0.06884
0.12656;0.06492
0.13238;0.06979
0.2348;0.07885
0.23867;0.08136
0.24419;0.08539
0.24943;0.08931
0.15153;0.08214
0.1523;0.08015
0.11258;0.07699
0.10864;0.07351
0.10638;0.07184
0.10322;0.06892
0.10277;0.06855
0.10701;0.07187
0.11938;0.08299
0.12404;0.08973
0.16089;0.09226
0.15617;0.08985
0.24093;0.08483
0.23716;0.08093
0.23386;0.07813
0.22549;0.07192
0.13072;0.06872
0.12769;0.0664
0.12714;0.06584
0.13187;0.06976
0.23515;0.08092
0.23939;0.08285
0.24897;0.09027
0.25427;0.09381
0.15693;0.08676
0.14515;0.07475
0.11717;0.0808
0.11526;0.0788
0.1147;0.07777
0.11629;0.07841
0.11555;0.07775
0.10853;0.07283
0.11703;0.08086
0.12219;0.08744
0.16208;0.0925
0.1568;0.08984
0.24099;0.08444
0.23909;0.08233
0.2348;0.07875
0.22923;0.07483
0.13433;0.07151
0.129;0.06713
0.13037;0.06819
0.13264;0.06986
0.23611;0.07983
0.2427;0.08489
0.24609;0.08681
0.24609;0.08617
0.15077;0.08138
0.14334;0.07273
0.10904;0.07299
0.10455;0.0689
0.1039;0.0679
0.10544;0.06881
0.10325;0.06709
0.10261;0.06714
0.10878;0.07381
0.11608;0.0824
0.15245;0.08483
0.14811;0.08292
0.23567;0.08004
0.23147;0.0758
0.22715;0.07193
0.22515;0.07091
0.12988;0.06712
0.12752;0.06502
0.12865;0.06584
0.12917;0.06619
0.22468;0.06949
0.23686;0.07943
0.24313;0.08423
0.24556;0.08573
0.15273;0.08283
0.15285;0.08042
0.11836;0.08165
0.11752;0.07982
0.10522;0.06968
0.10202;0.0664
0.09362;0.0594
0.10193;0.06683
0.11131;0.0763
0.11759;0.08331
0.15217;0.08278
0.14363;0.07755
0.22371;0.06833
0.2205;0.06495
0.21471;0.05982
0.20775;0.05443
0.11631;0.05405
0.1141;0.05186
0.11331;0.05107
0.11596;0.05328
0.21932;0.06386
0.23544;0.07785
0.23913;0.08085
0.23659;0.07816
0.13841;0.07077
0.13514;0.06557
0.10411;0.06845
0.10057;0.06443
0.09753;0.06137
0.09238;0.05669
0.09065;0.05472
0.09053;0.05436
0.0938;0.05777
0.0915;0.05728
0.08934;0.05554
0.08413;0.05448
0.08219;0.05438
0.07959;0.05187
0.07752;0.05026
0.07652;0.05025
0.0758;0.04938
0.06535;0.03983
0.0566;0.0319
0.07369;0.04666
0.08329;0.05502
0.09765;0.06745
0.10412;0.07319
0.10828;0.07682
0.10556;0.07338
0.10009;0.06619
0.10456;0.06791
0.1026;0.06494
0.09719;0.06083
0.09854;0.06079
0.09599;0.05744
0.09427;0.05577
0.09368;0.05576
0.09172;0.0547
0.09157;0.05438
0.08909;0.05503
0.08516;0.05503
0.08348;0.05458
0.08322;0.05442
0.08182;0.05442
0.08085;0.05345
0.07777;0.05005
0.0781;0.04987
0.07917;0.0503
0.08416;0.05453
0.09649;0.06576
0.10863;0.07613
0.12202;0.08782
0.12154;0.08632
0.11952;0.08155
0.11622;0.07773
0.11203;0.07454
0.10975;0.07154
0.11128;0.07227
0.10804;0.06949
0.11305;0.0748
0.11533;0.07854
0.11574;0.08179
0.15157;0.08368
0.14776;0.08212
0.23581;0.07984
0.23466;0.07811
0.23276;0.07659
0.22935;0.07463
0.13467;0.07145
0.12929;0.0671
0.12831;0.06619
0.13122;0.06858
0.22394;0.06945
0.23614;0.07924
0.24018;0.08212
0.24534;0.08584
0.14752;0.07865
0.14668;0.07536
0.12106;0.08237
0.11861;0.07977
0.11728;0.07884
0.11666;0.07788
0.11411;0.07579
0.11404;0.07595
0.11614;0.07974
0.11579;0.08277
0.15247;0.08516
0.14616;0.08144
0.23582;0.08038
0.23622;0.08005
