PV1
0
0
0
0
0
0
0
0
0.14253
0.1948
0.33466
0.69582
0.67903
0.65271
0.59165
0.44693
0.17413
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.28584
0.49625
0.62458
0.69773
0.68717
0.67962
0.60402
0.45796
0.20062
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.17022
0.5143
0.59741
0.65719
0.64181
0.49575
0.57552
0.35567
0.06152
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.23878
0.50201
0.64173
0.71709
0.6976
0.67041
0.60964
0.46725
0.22131
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.241
0.50232
0.63968
0.71804
0.68029
0.67086
0.59093
0.45781
0.21829
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.24435
0.49133
0.62018
0.69372
0.6825
0.66501
0.59864
0.45753
0.22686
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.25169
0.51074
0.64209
0.70389
0.70285
0.68104
0.60758
0.47115
0.21903
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.21067
0.13048
0.09712
0.04864
0.09409
0.51386
0.58991
0.46175
0.22034
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.25421
0.49347
0.62564
0.70629
0.706
0.69824
0.61404
0.43487
0.20591
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0906
0.35985
0.67328
0.72311
0.71112
0.69148
0.0319
0.02272
0.06024
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.26987
0.50992
0.65653
0.72753
0.70189
0.69113
0.6205
0.49573
0.24763
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.24953
0.50308
0.6492
0.72825
0.70222
0.70691
0.61995
0.48944
0.25345
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.26005
0.49329
0.63199
0.67047
0.76504
0.72194
0.61808
0.33459
0.11281
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.26275
0.48367
0.60704
0.66302
0.69282
0.71879
0.62385
0.45788
0.25813
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.27649
0.46833
0.51127
0.68664
0.67958
0.77157
0.62457
0.41416
0.21172
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.26333
0.46537
0.58872
0.63442
0.65944
0.6807
0.59792
0.45153
0.26282
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.13835
0.31065
0.64745
0.71555
0.60159
0.40536
0.23501
0.09899
0.16262
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.05856
0.05669
0.10614
0.2369
0.67785
0.71181
0.6168
0.30229
0.26695
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00154
0.00927
0.01713
0.09186
0.06085
0.02289
0.01734
0.01002
0.00157
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.10917
0.1553
0.06579
0.1976
0.13522
0.16215
0.39478
0.13943
0.01808
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.08988
0.01438
0.02695
0.02614
0.03564
0.03933
0.08446
0.24367
0.08476
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00154
0.01508
0.02904
0.06073
0.02738
0.03315
0.04126
0.01032
0.01824
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.24632
0.4677
0.30877
0.49597
0.74068
0.64724
0.5988
0.25183
0.0794
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.09323
0.12377
0.12004
0.09329
0.42335
0.5768
0.32915
0.14198
0.05802
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.15714
0.08919
0.20376
0.12306
0.11761
0.33794
0.12912
0.17316
0.22541
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.28308
0.49649
0.63124
0.70551
0.63452
0.77505
0.64689
0.16544
0.16895
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.24917
0.52609
0.65325
0.64154
0.73861
0.77435
0.67526
0.51761
0.28391
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01753
0.1333
0.21094
0.10588
0.49061
0.15169
0.07618
0.08744
0.04763
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.04531
0.19522
0.39798
0.68547
0.64284
0.61659
0.28862
0.4195
0.30011
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
